eBird species code 2019,Com_name,scientific_name,Subspecies,Illustration_id,Credit,Sex,Age,Morph,Order,Family,Group,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24
norgos,Northern Goshawk,accipiter gentilis,nominate,151485871,Ian Willis,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.016,0.04,0.059,0.016,0.0,0.015,0.068,0.241,0.004,0.002,0.012,0.007,0.038,0.164,0.017,0.011,0.003,0.122,0.0,0.0,0.006,0.0,0.131,0.028
norgos,Northern Goshawk,accipiter gentilis,schvedowi,153735771,Ian Willis,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.202,0.039,0.046,0.02,0.0,0.016,0.058,0.021,0.003,0.0,0.013,0.008,0.101,0.147,0.02,0.138,0.005,0.025,0.0,0.0,0.043,0.0,0.021,0.074
sulgos1,Sulawesi Goshawk,accipiter griseiceps,nominate,151484561,Ian Lewington,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.018,0.032,0.137,0.024,0.008,0.012,0.063,0.104,0.001,0.001,0.017,0.0,0.037,0.141,0.053,0.008,0.019,0.083,0.0,0.001,0.053,0.0,0.083,0.105
japspa1,Japanese Sparrowhawk,accipiter gularis,nominate,151485321,Alan Harris,Female,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.093,0.022,0.112,0.039,0.0,0.009,0.03,0.039,0.006,0.005,0.01,0.011,0.034,0.205,0.018,0.049,0.003,0.088,0.001,0.0,0.057,0.0,0.03,0.139
japspa1,Japanese Sparrowhawk,accipiter gularis,nominate,151485331,Alan Harris,Male,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.002,0.041,0.139,0.011,0.0,0.021,0.039,0.138,0.021,0.011,0.028,0.004,0.034,0.169,0.024,0.002,0.001,0.141,0.005,0.0,0.055,0.002,0.031,0.081
japspa1,Japanese Sparrowhawk,accipiter gularis,nominate,153405221,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.067,0.035,0.001,0.27,0.0,0.047,0.078,0.013,0.003,0.002,0.07,0.001,0.073,0.117,0.178,0.018,0.0,0.006,0.0,0.0,0.0,0.0,0.019,0.002
gunhaw1,Gundlach's Hawk,accipiter gundlachi,nominate,151485691,Ian Willis,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.009,0.085,0.037,0.004,0.0,0.03,0.04,0.172,0.006,0.02,0.034,0.001,0.112,0.176,0.02,0.013,0.004,0.098,0.009,0.0,0.012,0.0,0.091,0.027
necgos1,New Caledonia Goshawk,accipiter haplochrous,nominate,151485211,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.029,0.205,0.0,0.0,0.001,0.089,0.044,0.008,0.003,0.006,0.009,0.043,0.206,0.005,0.0,0.0,0.142,0.0,0.0,0.047,0.0,0.015,0.148
molgos1,Moluccan Goshawk,accipiter henicogrammus,nominate,151485231,Alan Harris,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.019,0.004,0.2,0.037,0.0,0.008,0.008,0.086,0.014,0.034,0.026,0.007,0.007,0.16,0.045,0.024,0.0,0.157,0.055,0.0,0.009,0.001,0.015,0.084
molgos1,Moluccan Goshawk,accipiter henicogrammus,nominate,153405181,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.092,0.068,0.021,0.188,0.0,0.028,0.076,0.015,0.01,0.003,0.05,0.003,0.077,0.127,0.116,0.046,0.0,0.005,0.0,0.0,0.0,0.0,0.056,0.019
hengos1,Henst's Goshawk,accipiter henstii,nominate,151485781,Ian Willis,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.007,0.051,0.068,0.002,0.0,0.018,0.043,0.257,0.001,0.0,0.01,0.003,0.038,0.157,0.005,0.004,0.003,0.144,0.0,0.0,0.012,0.0,0.151,0.026
vargos1,Variable Goshawk,accipiter hiogaster,sylvestris,151484901,Norman Arlott,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.041,0.045,0.006,0.0,0.039,0.018,0.171,0.018,0.016,0.069,0.002,0.036,0.229,0.025,0.003,0.002,0.044,0.002,0.0,0.011,0.001,0.192,0.03
vargos1,Variable Goshawk,accipiter hiogaster,albiventris,151484911,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.214,0.007,0.003,0.0,0.113,0.024,0.081,0.009,0.004,0.014,0.002,0.115,0.166,0.004,0.001,0.0,0.022,0.0,0.0,0.0,0.0,0.218,0.003
vargos1,Variable Goshawk,accipiter hiogaster,griseogularis,151484931,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.005,0.007,0.193,0.015,0.0,0.006,0.009,0.084,0.02,0.057,0.094,0.005,0.013,0.165,0.046,0.002,0.0,0.211,0.01,0.0,0.007,0.0,0.019,0.032
vargos1,Variable Goshawk,accipiter hiogaster,nominate,151484941,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.005,0.012,0.032,0.011,0.0,0.005,0.012,0.248,0.005,0.123,0.005,0.0,0.005,0.22,0.014,0.004,0.0,0.145,0.034,0.0,0.004,0.001,0.1,0.015
vargos1,Variable Goshawk,accipiter hiogaster,leucosomus,151484951,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.005,0.049,0.107,0.026,0.0,0.004,0.011,0.07,0.009,0.102,0.044,0.001,0.018,0.177,0.035,0.004,0.002,0.191,0.049,0.0,0.007,0.0,0.042,0.047
vargos1,Variable Goshawk,accipiter hiogaster,rufoschistaceus,151485001,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.001,0.017,0.019,0.002,0.0,0.002,0.014,0.25,0.021,0.094,0.006,0.003,0.008,0.164,0.003,0.005,0.0,0.114,0.1,0.0,0.006,0.001,0.154,0.016
vargos1,Variable Goshawk,accipiter hiogaster,leucosomus,153004391,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.107,0.027,0.036,0.17,0.0,0.056,0.039,0.065,0.006,0.014,0.073,0.018,0.044,0.142,0.101,0.006,0.0,0.057,0.001,0.0,0.001,0.0,0.037,0.0
imispa1,Imitator Sparrowhawk,accipiter imitator,nominate,151485281,Alan Harris,Monomorphic,Not specified, black-breasted morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.041,0.176,0.0,0.0,0.001,0.053,0.012,0.01,0.002,0.004,0.003,0.046,0.164,0.003,0.0,0.098,0.053,0.0,0.0,0.156,0.0,0.016,0.162
imispa1,Imitator Sparrowhawk,accipiter imitator,nominate,153004561,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.069,0.042,0.016,0.095,0.0,0.055,0.084,0.012,0.024,0.053,0.144,0.006,0.071,0.142,0.12,0.029,0.0,0.019,0.0,0.0,0.0,0.0,0.012,0.007
slmgos1,Slaty-mantled Goshawk,accipiter luteoschistaceus,nominate,151485271,Alan Harris,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.061,0.213,0.002,0.0,0.001,0.08,0.047,0.004,0.017,0.003,0.0,0.081,0.131,0.001,0.004,0.001,0.139,0.004,0.0,0.041,0.0,0.035,0.135
slmgos1,Slaty-mantled Goshawk,accipiter luteoschistaceus,nominate,153004541,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.05,0.053,0.01,0.113,0.0,0.05,0.08,0.012,0.003,0.021,0.091,0.0,0.067,0.128,0.246,0.033,0.0,0.007,0.0,0.0,0.0,0.0,0.023,0.013
madspa1,Madagascar Sparrowhawk,accipiter madagascariensis,nominate,151485431,Alan Harris,Female,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.047,0.043,0.127,0.005,0.0,0.006,0.034,0.071,0.012,0.003,0.003,0.015,0.037,0.152,0.003,0.042,0.006,0.117,0.0,0.0,0.061,0.0,0.037,0.179
madspa1,Madagascar Sparrowhawk,accipiter madagascariensis,nominate,151485451,Alan Harris,Male,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.082,0.034,0.089,0.054,0.0,0.006,0.062,0.072,0.007,0.001,0.014,0.012,0.028,0.228,0.02,0.034,0.002,0.115,0.0,0.0,0.019,0.0,0.025,0.096
blmgos1,Black-mantled Goshawk,accipiter melanochlamys,nominate,151485141,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.006,0.004,0.05,0.01,0.0,0.005,0.013,0.002,0.007,0.033,0.009,0.002,0.004,0.176,0.007,0.03,0.003,0.01,0.12,0.0,0.203,0.0,0.006,0.3
blmgos1,Black-mantled Goshawk,accipiter melanochlamys,nominate,153402861,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.178,0.061,0.035,0.088,0.0,0.021,0.077,0.049,0.012,0.016,0.039,0.01,0.078,0.149,0.054,0.054,0.0,0.035,0.001,0.0,0.002,0.0,0.039,0.002
blagos1,Black Goshawk,accipiter melanoleucus,nominate,151485791,Ian Willis,Monomorphic,Not specified,melanistic morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.006,0.006,0.031,0.003,0.0,0.017,0.008,0.006,0.003,0.0,0.003,0.0,0.006,0.154,0.002,0.016,0.192,0.007,0.0,0.0,0.376,0.0,0.002,0.162
blagos1,Black Goshawk,accipiter melanoleucus,nominate,151485811,Ian Willis,Monomorphic,Not specified,normal morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.008,0.02,0.053,0.003,0.0,0.027,0.144,0.013,0.003,0.0,0.004,0.007,0.046,0.207,0.004,0.02,0.094,0.021,0.001,0.0,0.193,0.0,0.012,0.12
meygos1,Meyer's Goshawk,accipiter meyerianus,nominate,151485881,Ian Willis,Monomorphic,Not specified,melanistic morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.015,0.006,0.038,0.019,0.0,0.021,0.006,0.01,0.011,0.002,0.023,0.001,0.007,0.149,0.012,0.024,0.172,0.009,0.0,0.0,0.301,0.0,0.004,0.17
meygos1,Meyer's Goshawk,accipiter meyerianus,nominate,151485891,Ian Willis,Monomorphic,Adult,normal morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.02,0.025,0.064,0.014,0.0,0.021,0.107,0.016,0.0,0.0,0.015,0.0,0.062,0.168,0.006,0.032,0.059,0.022,0.0,0.0,0.209,0.0,0.02,0.14
meygos1,Meyer's Goshawk,accipiter meyerianus,nominate,153403011,Juan Varela,Monomorphic,Juvenile,normal morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.15,0.034,0.007,0.067,0.0,0.068,0.071,0.07,0.004,0.001,0.056,0.005,0.068,0.165,0.049,0.047,0.0,0.101,0.0,0.0,0.0,0.0,0.036,0.001
litspa1,Little Sparrowhawk,accipiter minullus,nominate,151485311,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.013,0.035,0.168,0.022,0.0,0.007,0.015,0.069,0.007,0.007,0.012,0.002,0.027,0.236,0.022,0.007,0.008,0.154,0.001,0.0,0.043,0.0,0.027,0.118
smaspa1,Small Sparrowhawk,accipiter nanus,nominate,151485371,Alan Harris,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.003,0.046,0.117,0.002,0.005,0.01,0.082,0.066,0.017,0.07,0.015,0.011,0.067,0.193,0.013,0.002,0.0,0.095,0.001,0.0,0.008,0.0,0.062,0.115
smaspa1,Small Sparrowhawk,accipiter nanus,nominate,153405321,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.07,0.052,0.004,0.203,0.0,0.006,0.102,0.02,0.0,0.0,0.065,0.0,0.082,0.156,0.18,0.014,0.0,0.011,0.0,0.0,0.0,0.0,0.035,0.0
eurspa1,Eurasian Sparrowhawk,accipiter nisus,nominate,151485501,Alan Harris,Female,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.067,0.102,0.064,0.056,0.0,0.008,0.042,0.078,0.01,0.0,0.012,0.015,0.048,0.154,0.048,0.04,0.009,0.077,0.0,0.0,0.016,0.0,0.106,0.048
eurspa1,Eurasian Sparrowhawk,accipiter nisus,nominate,151485511,Alan Harris,Male,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.01,0.032,0.116,0.028,0.0,0.023,0.044,0.13,0.011,0.018,0.047,0.009,0.034,0.154,0.038,0.015,0.002,0.125,0.005,0.0,0.015,0.001,0.078,0.065
eurspa1,Eurasian Sparrowhawk,accipiter nisus,nominate,153347611,Alan Harris,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.036,0.033,0.122,0.023,0.0,0.007,0.056,0.129,0.003,0.0,0.014,0.0,0.04,0.164,0.018,0.05,0.009,0.111,0.0,0.0,0.044,0.001,0.039,0.101
grygos1,Gray Goshawk,accipiter novaehollandiae,nominate,151485011,Norman Arlott,Monomorphic,Not specified,grey morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.002,0.221,0.027,0.01,0.0,0.002,0.104,0.066,0.004,0.008,0.007,0.003,0.159,0.155,0.007,0.001,0.0,0.022,0.0,0.0,0.01,0.0,0.176,0.016
grygos1,Gray Goshawk,accipiter novaehollandiae,nominate,151485031,Norman Arlott,Monomorphic,Not specified,white morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.107,0.003,0.0,0.0,0.002,0.333,0.01,0.01,0.003,0.004,0.004,0.302,0.159,0.002,0.001,0.0,0.001,0.0,0.0,0.002,0.002,0.05,0.005
ovaspa2,Ovambo Sparrowhawk,accipiter ovampensis,nominate,151485461,Alan Harris,Monomorphic,Not specified,melanistic morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.024,0.011,0.133,0.015,0.0,0.001,0.011,0.054,0.002,0.011,0.008,0.0,0.005,0.179,0.007,0.005,0.035,0.091,0.008,0.0,0.204,0.0,0.01,0.186
ovaspa2,Ovambo Sparrowhawk,accipiter ovampensis,nominate,151485491,Alan Harris,Monomorphic,Not specified,normal morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.007,0.209,0.04,0.005,0.0,0.003,0.063,0.101,0.002,0.003,0.02,0.0,0.06,0.161,0.009,0.007,0.002,0.079,0.013,0.0,0.01,0.0,0.169,0.037
gyhgos1,Gray-headed Goshawk,accipiter poliocephalus,nominate,151485041,Alan Harris,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.008,0.087,0.185,0.019,0.0,0.002,0.044,0.067,0.001,0.01,0.003,0.0,0.063,0.182,0.021,0.002,0.001,0.151,0.018,0.0,0.002,0.0,0.086,0.048
gyhgos1,Gray-headed Goshawk,accipiter poliocephalus,nominate,153402761,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.229,0.023,0.003,0.0,0.019,0.083,0.081,0.005,0.006,0.028,0.0,0.078,0.196,0.012,0.001,0.0,0.015,0.0,0.0,0.0,0.0,0.216,0.005
gybhaw1,Gray-bellied Hawk,accipiter poliogaster,nominate,151484521,Ian Lewington,Monomorphic,Not specified,with grey face,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.005,0.039,0.131,0.015,0.001,0.011,0.127,0.122,0.001,0.0,0.006,0.002,0.054,0.117,0.01,0.002,0.014,0.121,0.0,0.0,0.054,0.001,0.065,0.102
nebgos1,New Britain Goshawk,accipiter princeps,nominate,151485051,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.007,0.035,0.094,0.015,0.0,0.002,0.053,0.239,0.002,0.019,0.012,0.0,0.036,0.12,0.024,0.003,0.002,0.162,0.004,0.0,0.009,0.0,0.144,0.018
vibspa1,Vinous-breasted Sparrowhawk,accipiter rhodogaster,nominate,151485421,Alan Harris,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.0,0.027,0.11,0.002,0.004,0.015,0.096,0.124,0.009,0.0,0.025,0.011,0.082,0.202,0.012,0.0,0.0,0.146,0.0,0.001,0.026,0.0,0.043,0.065
vibspa1,Vinous-breasted Sparrowhawk,accipiter rhodogaster,nominate,153405381,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.072,0.083,0.032,0.186,0.0,0.007,0.071,0.016,0.0,0.004,0.037,0.0,0.053,0.152,0.171,0.017,0.0,0.022,0.0,0.0,0.0,0.0,0.057,0.02
fijgos1,Fiji Goshawk,accipiter rufitorques,nominate,151485221,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.01,0.085,0.102,0.012,0.0,0.005,0.023,0.164,0.007,0.004,0.017,0.002,0.033,0.155,0.038,0.001,0.0,0.204,0.0,0.0,0.0,0.001,0.116,0.021
rucspa2,Rufous-breasted Sparrowhawk,accipiter rufiventris,nominate,151485521,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.016,0.016,0.105,0.019,0.0,0.025,0.023,0.052,0.03,0.077,0.066,0.003,0.019,0.162,0.029,0.007,0.022,0.093,0.004,0.0,0.094,0.0,0.02,0.118
grfhaw1,Chinese Sparrowhawk,accipiter soloensis,nominate,151484811,Norman Arlott,Male,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.018,0.064,0.033,0.038,0.0,0.017,0.078,0.119,0.009,0.0,0.076,0.01,0.074,0.228,0.023,0.002,0.001,0.057,0.0,0.0,0.015,0.0,0.102,0.036
grfhaw1,Chinese Sparrowhawk,accipiter soloensis,nominate,153004371,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.075,0.057,0.052,0.054,0.0,0.005,0.089,0.099,0.014,0.002,0.01,0.005,0.066,0.193,0.045,0.017,0.0,0.143,0.0,0.0,0.0,0.0,0.064,0.01
shshaw,Sharp-shinned Hawk,accipiter striatus,chionogaster,151485541,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.002,0.028,0.131,0.003,0.0,0.014,0.145,0.128,0.006,0.001,0.004,0.011,0.062,0.199,0.003,0.0,0.003,0.134,0.003,0.0,0.009,0.001,0.064,0.049
shshaw,Sharp-shinned Hawk,accipiter striatus,erythronemius,151485561,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.004,0.033,0.104,0.013,0.0,0.016,0.046,0.114,0.016,0.056,0.017,0.02,0.027,0.189,0.016,0.003,0.004,0.106,0.02,0.0,0.061,0.0,0.026,0.109
shshaw,Sharp-shinned Hawk,accipiter striatus,nominate,151485581,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.004,0.024,0.125,0.006,0.0,0.017,0.042,0.122,0.01,0.071,0.037,0.005,0.019,0.206,0.024,0.003,0.005,0.126,0.023,0.0,0.009,0.0,0.069,0.053
shshaw,Sharp-shinned Hawk,accipiter striatus,suttoni,151485591,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.021,0.025,0.104,0.019,0.0,0.015,0.041,0.11,0.021,0.068,0.03,0.006,0.018,0.19,0.028,0.011,0.002,0.117,0.009,0.0,0.015,0.0,0.093,0.057
shshaw,Sharp-shinned Hawk,accipiter striatus,ventralis,151485631,Alan Harris,Monomorphic,Not specified,dark morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.025,0.012,0.091,0.025,0.0,0.008,0.009,0.127,0.01,0.039,0.012,0.021,0.01,0.204,0.017,0.039,0.003,0.102,0.118,0.0,0.017,0.0,0.066,0.045
shshaw,Sharp-shinned Hawk,accipiter striatus,ventralis,151485641,Alan Harris,Monomorphic,Not specified,pale morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.009,0.045,0.098,0.009,0.0,0.005,0.05,0.112,0.012,0.027,0.025,0.01,0.033,0.201,0.022,0.011,0.001,0.089,0.053,0.0,0.045,0.0,0.042,0.101
shshaw,Sharp-shinned Hawk,accipiter striatus,ventralis,151485661,Alan Harris,Monomorphic,Not specified,rufous morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.006,0.042,0.075,0.02,0.0,0.024,0.062,0.091,0.014,0.082,0.023,0.009,0.034,0.204,0.024,0.007,0.001,0.091,0.07,0.0,0.006,0.001,0.053,0.061
tinhaw1,Tiny Hawk,accipiter superciliosus,nominate,151485921,Alan Harris,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.014,0.035,0.154,0.016,0.0,0.005,0.032,0.035,0.011,0.0,0.024,0.004,0.043,0.184,0.04,0.003,0.002,0.097,0.001,0.0,0.054,0.001,0.039,0.206
afrgos1,African Goshawk,accipiter tachiro,unduliventer,151484571,Ian Lewington,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.004,0.015,0.194,0.014,0.004,0.023,0.046,0.113,0.003,0.015,0.048,0.0,0.023,0.117,0.021,0.001,0.008,0.171,0.0,0.001,0.045,0.0,0.038,0.096
afrgos1,African Goshawk,accipiter tachiro,sparsimfasciatus,151484621,Ian Lewington,Monomorphic,Not specified,melanistic morph,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.019,0.006,0.236,0.009,0.0,0.015,0.003,0.071,0.001,0.0,0.006,0.002,0.007,0.109,0.009,0.006,0.005,0.169,0.0,0.0,0.105,0.0,0.02,0.202
afrgos1,African Goshawk,accipiter tachiro,nominate,151484631,Ian Lewington,Female,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.061,0.029,0.113,0.062,0.0,0.011,0.062,0.08,0.002,0.0,0.023,0.002,0.048,0.127,0.063,0.022,0.004,0.113,0.0,0.0,0.038,0.0,0.053,0.087
afrgos1,African Goshawk,accipiter tachiro,nominate,151484641,Ian Lewington,Male,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.004,0.046,0.082,0.006,0.007,0.061,0.043,0.159,0.005,0.003,0.041,0.0,0.021,0.132,0.03,0.003,0.006,0.141,0.0,0.0,0.033,0.0,0.114,0.063
recgos1,Red-chested Goshawk,accipiter toussenelii,canescens,151484591,Ian Lewington,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.001,0.03,0.125,0.004,0.019,0.023,0.05,0.154,0.017,0.042,0.019,0.002,0.022,0.135,0.007,0.001,0.0,0.15,0.008,0.0,0.025,0.0,0.098,0.068
recgos1,Red-chested Goshawk,accipiter toussenelii,macroscelides,151484601,Ian Lewington,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.008,0.018,0.091,0.01,0.013,0.026,0.048,0.18,0.05,0.028,0.045,0.002,0.022,0.121,0.011,0.011,0.003,0.134,0.011,0.0,0.03,0.0,0.086,0.052
recgos1,Red-chested Goshawk,accipiter toussenelii,nominate,151484611,Ian Lewington,Monomorphic,Not specified,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.005,0.026,0.123,0.002,0.022,0.014,0.036,0.16,0.02,0.031,0.018,0.001,0.009,0.148,0.012,0.006,0.005,0.18,0.008,0.0,0.033,0.0,0.087,0.054
sptgos1,Spot-tailed Goshawk,accipiter trinotatus,nominate,151484891,Norman Arlott,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.015,0.055,0.059,0.026,0.0,0.031,0.102,0.154,0.002,0.003,0.009,0.0,0.081,0.202,0.033,0.0,0.0,0.062,0.0,0.0,0.0,0.002,0.099,0.065
sptgos1,Spot-tailed Goshawk,accipiter trinotatus,nominate,153006231,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.069,0.044,0.012,0.236,0.0,0.007,0.102,0.006,0.001,0.0,0.034,0.0,0.081,0.185,0.172,0.018,0.0,0.006,0.0,0.0,0.0,0.0,0.021,0.006
cregos1,Crested Goshawk,accipiter trivirgatus,nominate,153006181,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.091,0.049,0.017,0.167,0.0,0.071,0.07,0.043,0.004,0.0,0.075,0.002,0.047,0.127,0.137,0.041,0.002,0.019,0.0,0.0,0.0,0.0,0.029,0.009
cregos1,Crested Goshawk,accipiter trivirgatus,nominate,207320731,Juan Varela,Monomorphic,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.092,0.036,0.111,0.081,0.0,0.009,0.061,0.066,0.007,0.004,0.021,0.004,0.03,0.112,0.07,0.027,0.002,0.086,0.0,0.0,0.02,0.001,0.061,0.099
besra1,Besra,accipiter virgatus,confusus,151485341,Alan Harris,Male,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.013,0.071,0.077,0.021,0.0,0.003,0.032,0.062,0.021,0.034,0.015,0.007,0.07,0.183,0.027,0.015,0.0,0.064,0.066,0.0,0.035,0.0,0.076,0.108
besra1,Besra,accipiter virgatus,nominate,151485351,Alan Harris,Female,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.093,0.021,0.062,0.034,0.0,0.003,0.039,0.018,0.011,0.005,0.006,0.003,0.022,0.18,0.025,0.087,0.007,0.016,0.007,0.0,0.149,0.0,0.026,0.186
besra1,Besra,accipiter virgatus,nominate,151485361,Alan Harris,Male,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.008,0.041,0.189,0.013,0.0,0.007,0.057,0.028,0.006,0.006,0.009,0.005,0.033,0.195,0.011,0.021,0.001,0.09,0.015,0.0,0.061,0.0,0.028,0.176
besra1,Besra,accipiter virgatus,nominate,153006291,Juan Varela,Monomorphic,Juvenile,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.085,0.049,0.003,0.232,0.0,0.042,0.052,0.008,0.002,0.001,0.096,0.0,0.053,0.121,0.203,0.017,0.0,0.003,0.0,0.0,0.0,0.002,0.026,0.005
besra1,Besra,accipiter virgatus,nominate,153347551,Alan Harris,Female,Adult,,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.06,0.018,0.126,0.032,0.0,0.007,0.043,0.023,0.013,0.003,0.004,0.002,0.023,0.168,0.029,0.041,0.002,0.063,0.002,0.0,0.135,0.0,0.024,0.182
